Review,Brand,Variety,Style,Country,Stars,Count,Average,Count_no
1568,Mama,Instant Noodles Cup Beef Flavour,Cup,Thailand,3.5,71,3.384816753926702,19
1513,Mama,Instant Noodles Tom Yum Pork Flavour,Pack,Thailand,4,71,3.384816753926702,48
1477,Mama,Instant Noodles Moo Nam Tok Flavour,Pack,Thailand,4,71,3.384816753926702,48
1474,Mama,Instant Noodle Shrimp Tom Yum Flavour Jumbo Pack,Pack,Thailand,4,71,3.384816753926702,48
1473,Mama,Instant Cup Noodles Shrimp Tom Yum Flavour (Extreme),Cup,Thailand,5,71,3.384816753926702,19
1471,Mama,Instant Noodles Shrimp Creamy Tom Yum Flavour Jumbo Pack,Pack,Thailand,5,71,3.384816753926702,48
1470,Mama,Instant Cup Noodles Spicy Cheese Flavour,Cup,Thailand,3.5,71,3.384816753926702,19
1468,Mama,Instant Cup Noodles Seafood Pad Kee Mao Flavour,Cup,Thailand,5,71,3.384816753926702,19
1466,Mama,Oriental Style Instant Noodles Green Curry Flavour Jumbo Pack,Pack,Thailand,5,71,3.384816753926702,48
1320,Mama,Instant Noodles Cup Seafood Flavour,Cup,Thailand,3.75,71,3.384816753926702,19
1302,Mama,Instant Noodles Yentafo Tom Yum Mohfai Flavour,Pack,Thailand,5,71,3.384816753926702,48
1251,Mama,Instant Noodles Tom Saab Flavour,Pack,Thailand,3.5,71,3.384816753926702,48
1237,Mama,Instant Noodles Creamy Tom Yum Minced Pork Flavour,Pack,Thailand,3.5,71,3.384816753926702,48
1205,Mama,Instant Noodles Pork Flavour With Black Pepper,Pack,Thailand,3.5,71,3.384816753926702,48
1199,Mama,Instant Noodles Chicken Green Curry Flavour,Pack,Thailand,3.75,71,3.384816753926702,48
1112,Mama,Oriental Style Instant Kua-Chap Clear Soup,Pack,Thailand,3.75,71,3.384816753926702,48
1032,Mama,Authentic Thai Cuisine Pad Thai,Pack,Thailand,4,71,3.384816753926702,48
937,Mama,Shrimp (TOM YUM),Pack,Thailand,3.75,71,3.384816753926702,48
665,Mama,Moo Nam Tok Rice Vermicelli,Pack,Thailand,3.25,71,3.384816753926702,48
590,Mama,Chand Clear Soup,Bowl,Thailand,3.5,71,3.384816753926702,4
537,Mama,Pad Kee Mao Drunken,Pack,Thailand,2,71,3.384816753926702,48
534,Mama,Pho Ga,Pack,Thailand,3.1,71,3.384816753926702,48
464,Mama,Vegetable,Pack,Thailand,3.25,71,3.384816753926702,48
389,Mama,Vegetarian Tom Yum,Pack,Thailand,2.75,71,3.384816753926702,48
304,Mama,Pho Bo Rice Noodle Artificial Beef,Bowl,Thailand,3.5,71,3.384816753926702,4
281,Mama,Oriental Kitchen Hot Spicy,Cup,Thailand,3,71,3.384816753926702,19
275,Mama,Cup Shrimp Tom Yum Flavor,Cup,Thailand,3.75,71,3.384816753926702,19
267,Mama,Pork,Cup,Thailand,2,71,3.384816753926702,19
255,Mama,Oriental Kitchen Spicy Seafood,Cup,Thailand,3.75,71,3.384816753926702,19
246,Mama,Artificial Pork Jumbo,Pack,Thailand,3,71,3.384816753926702,48
224,Mama,Instant Bowl Noodles Artificial Pork,Bowl,Thailand,2.75,71,3.384816753926702,4
179,Mama,Kimchi,Pack,Thailand,3,71,3.384816753926702,48
178,Mama,Oriental Style Clear Soup,Pack,Thailand,2,71,3.384816753926702,48
172,Mama,Flat Noodle Tom Yum,Pack,Thailand,3.75,71,3.384816753926702,48
159,Mama,Hot & Spicy,Pack,Thailand,1.75,71,3.384816753926702,48
158,Mama,Jok Cup Porridge Artificial Pork,Cup,Thailand,2.5,71,3.384816753926702,19
146,Mama,Pho Bo,Pack,Thailand,2.5,71,3.384816753926702,48
143,Mama,Mamy Chand Clear Soup,Pack,Thailand,2.75,71,3.384816753926702,48
140,Mama,Mi Goreng,Pack,Thailand,5,71,3.384816753926702,48
136,Mama,Shrimp Creamy Tom Yum,Pack,Thailand,5,71,3.384816753926702,48
128,Mama,Artificial PA-LO Duck,Pack,Thailand,0.1,71,3.384816753926702,48
126,Mama,Tom Yam Koong Rice Vermicelli,Pack,Thailand,1.5,71,3.384816753926702,48
116,Mama,Nam Vang,Pack,Thailand,3.6,71,3.384816753926702,48
109,Mama,Pad Thai,Pack,Thailand,3.1,71,3.384816753926702,48
94,Mama,Artificial Chicken,Pack,Thailand,2.5,71,3.384816753926702,48
35,Mama,Chand Clear Soup,Pack,Thailand,3,71,3.384816753926702,48
2561,Paldo,Premium Gomtang,Pack,South Korea,4,66,3.7905537459283387,36
2483,Paldo,Bul Jjamppong,Bowl,South Korea,5,66,3.7905537459283387,17
2467,Paldo,Volcano Curry Kkokkomyun,Pack,South Korea,3.5,66,3.7905537459283387,36
2324,Paldo,Bul Jjajangmyeon,Pack,South Korea,5,66,3.7905537459283387,36
2234,Paldo,Bibim Men,Bowl,South Korea,5,66,3.7905537459283387,17
2220,Paldo,Budae Jjigae,Pack,South Korea,5,66,3.7905537459283387,36
2212,Paldo,Bul Jjamppong,Pack,South Korea,4,66,3.7905537459283387,36
1766,Paldo,Bulnak Boeummyun King Noodle,Bowl,South Korea,3.5,66,3.7905537459283387,17
1754,Paldo,King Bowl Super Spicy Pan Stirfried Noodle,Bowl,South Korea,5,66,3.7905537459283387,17
1677,Paldo,Raobokki Noodle (Export Version),Pack,South Korea,5,66,3.7905537459283387,36
1575,Paldo,Jjajangmen Chajang Noodle King Bowl,Bowl,South Korea,5,66,3.7905537459283387,17
1523,Paldo,Jjamppong Seafood Noodle King Bowl,Bowl,South Korea,5,66,3.7905537459283387,17
1480,Paldo,Jjol Bibim Men,Pack,South Korea,4,66,3.7905537459283387,36
1414,Paldo,Cheese Ramyun (for US market),Pack,South Korea,5,66,3.7905537459283387,36
1394,Paldo,Mild Kokomen (Prototype),Pack,South Korea,4.5,66,3.7905537459283387,36
1388,Paldo,Barbecue Ramyun (Prototype),Pack,South Korea,3.75,66,3.7905537459283387,36
1347,Paldo,Bulnak Bokkummyun Spicy Fried Octopus Ramyun,Pack,South Korea,4,66,3.7905537459283387,36
1314,Paldo,Korean Traditional Beef Gomtangmen,Pack,South Korea,5,66,3.7905537459283387,36
1194,Paldo,Namja Ramyun (US Version),Bowl,South Korea,4,66,3.7905537459283387,17
1183,Paldo,Cheese Noodle,Pack,South Korea,5,66,3.7905537459283387,36
1001,Paldo,Ð”ÐžÐ¨Ð˜Ð ÐÐš (Dosirac) Beef Flavor,Pack,South Korea,3.5,66,3.7905537459283387,36
986,Paldo,Jong-Gah-Jip Kimchi Ramen,Pack,South Korea,4,66,3.7905537459283387,36
933,Paldo,Kokomen Spicy Chicken,Cup,South Korea,4.5,66,3.7905537459283387,8
932,Paldo,Namja Ramen (USA version),Pack,South Korea,5,66,3.7905537459283387,36
927,Paldo,Kokomen Spicy Chicken,Bowl,South Korea,4.75,66,3.7905537459283387,17
910,Paldo,Namja Ramyun,Bowl,South Korea,4.25,66,3.7905537459283387,17
893,Paldo,Bowl Noodle Shrimp Flavor,Bowl,South Korea,3.25,66,3.7905537459283387,17
829,Paldo,Kko Kko Myun King Cup,Bowl,South Korea,4.75,66,3.7905537459283387,17
828,Paldo,Seolleongtangmyeon,Pack,South Korea,3.5,66,3.7905537459283387,36
827,Paldo,Rabokki,Pack,South Korea,4.75,66,3.7905537459283387,36
826,Paldo,Namja,Pack,South Korea,5,66,3.7905537459283387,36
825,Paldo,Shoyu,Cup,Japan,3.25,66,3.981605113636364,8
824,Paldo,Bibim Men Cucumber,Pack,South Korea,5,66,3.7905537459283387,36
823,Paldo,Kokomen Spicy Chicken,Pack,South Korea,5,66,3.7905537459283387,36
822,Paldo,Speed King Bowl (Prototype),Bowl,South Korea,3.5,66,3.7905537459283387,17
674,Paldo,Kko Kko Myun,Pack,South Korea,5,66,3.7905537459283387,36
663,Paldo,Jjajangmen Black Bean,Pack,South Korea,4,66,3.7905537459283387,36
658,Paldo,Hwa King Cup,Cup,South Korea,3.5,66,3.7905537459283387,8
568,Paldo,Gomtang,Cup,South Korea,4,66,3.7905537459283387,8
533,Paldo,Gomtang,Pack,South Korea,4.75,66,3.7905537459283387,36
512,Paldo,Big Bowl Noodle,Bowl,South Korea,3.75,66,3.7905537459283387,17
468,Paldo,Snack Noodle slightly Hot,Pack,South Korea,3.75,66,3.7905537459283387,36
399,Paldo,Spicy Seafood,Cup,South Korea,3.75,66,3.7905537459283387,8
398,Paldo,Bowl Noodle Beef With Vegetables,Bowl,South Korea,3.75,66,3.7905537459283387,17
394,Paldo,Hwa Cup Hot Spicy,Cup,South Korea,3.5,66,3.7905537459283387,8
348,Paldo,Bowl Noodle Kimchi,Bowl,South Korea,3.5,66,3.7905537459283387,17
346,Paldo,Bowl Noodle Spicy Artificial Chicken,Bowl,South Korea,3.125,66,3.7905537459283387,17
344,Paldo,Stirfried Kimchi,Pack,South Korea,3.75,66,3.7905537459283387,36
314,Paldo,Dosirac Mushroom,Tray,South Korea,2.5,66,3.7905537459283387,5
313,Paldo,Dosirac Shrimp,Tray,South Korea,4.25,66,3.7905537459283387,5
309,Paldo,Dosirac Beef,Tray,South Korea,3.75,66,3.7905537459283387,5
303,Paldo,Dosirac Artificial Chicken,Tray,South Korea,3.25,66,3.7905537459283387,5
294,Paldo,South Korean Seafood,Pack,South Korea,3.75,66,3.7905537459283387,36
292,Paldo,South Korean U Dong,Pack,South Korea,3.75,66,3.7905537459283387,36
289,Paldo,South Korean Broad Noodle,Pack,South Korea,2,66,3.7905537459283387,36
287,Paldo,King Cup Lobster,Cup,South Korea,3.75,66,3.7905537459283387,8
283,Paldo,King Cup Kimchi Pot Stew,Cup,South Korea,4,66,3.7905537459283387,8
271,Paldo,South Korean Noodle Kimchi Flavor,Pack,South Korea,3.5,66,3.7905537459283387,36
269,Paldo,Spicy Shrimp Bowl,Bowl,South Korea,3.5,66,3.7905537459283387,17
192,Paldo,Soy Flavor Noodle,Pack,South Korea,4.25,66,3.7905537459283387,36
187,Paldo,Hwa Ramyun Soy Peptide,Pack,South Korea,4,66,3.7905537459283387,36
186,Paldo,Teumsae Ramyun,Pack,South Korea,3.5,66,3.7905537459283387,36
176,Paldo,Dosirac Pork,Tray,South Korea,4.125,66,3.7905537459283387,5
161,Paldo,Green Tea Chlorella,Pack,South Korea,0,66,3.7905537459283387,36
118,Paldo,Bibim Men,Pack,South Korea,3.75,66,3.7905537459283387,36
88,Paldo,South Korean Noodle Chicken,Pack,South Korea,3.25,66,3.7905537459283387,36
2568,Nongshim,Mr. Bibim Stir-Fried Kimchi Flavor,Pack,South Korea,4.25,62,3.7905537459283387,36
2533,Nongshim,Shin Ramyun Black,Pack,South Korea,5,62,3.7905537459283387,36
2523,Nongshim,Budae Jjigae Noodle Soup,Pack,South Korea,4.5,62,3.7905537459283387,36
2504,Nongshim,Shin Ramyun,Pack,South Korea,3,62,3.7905537459283387,36
2382,Nongshim,Seaweed Instant Noodle,Cup,South Korea,0.5,62,3.7905537459283387,14
2356,Nongshim,Spicy Shrimp Cup Noodle,Cup,South Korea,4,62,3.7905537459283387,14
2319,Nongshim,Saeutang Sabalmyeon,Bowl,South Korea,3.5,62,3.7905537459283387,10
2161,Nongshim,Chal Bibim Myun,Pack,South Korea,5,62,3.7905537459283387,36
2094,Nongshim,Champong Noodle Soup Spicy Seafood Flavor,Pack,South Korea,5,62,3.7905537459283387,36
1827,Nongshim,Zha Wang ((Jjawang) Noodles With Chajang Sauce,Pack,South Korea,5,62,3.7905537459283387,36
1630,Nongshim,Korean Clay Pot Ramyun,Bowl,China,2.5,62,3.4218934911242602,10
1601,Nongshim,Jinjja Jinjja (New),Pack,South Korea,5,62,3.7905537459283387,36
1593,Nongshim,Tteokgukmyun,Pack,South Korea,4.25,62,3.7905537459283387,36
1515,Nongshim,Neoguri Udon Seafood & Mild,Pack,South Korea,4,62,3.7905537459283387,36
1421,Nongshim,Korean Clay Pot Ramyun Noodle,Cup,China,2.75,62,3.4218934911242602,14
1308,Nongshim,Soon Veggie Noodle Soup,Pack,South Korea,5,62,3.7905537459283387,36
1290,Nongshim,Sain Sain Garlic Teriyaki Fresh Cooked Udon Pasta,Tray,South Korea,4.5,62,3.7905537459283387,2
1283,Nongshim,Oolongmen Kimchi Cup Noodle Soup Mix,Cup,South Korea,4,62,3.7905537459283387,14
1187,Nongshim,Shin Ramyun Cup,Cup,South Korea,3.5,62,3.7905537459283387,14
1105,Nongshim,Doong Ji Authentic Korean Cold Noodles With Chili Sauce,Tray,South Korea,5,62,3.7905537459283387,2
1044,Nongshim,Shin Ramyun Noodle Spicy Mushroom,Bowl,China,3.25,62,3.4218934911242602,10
1042,Nongshim,Potato Pork Ramyun,Pack,China,5,62,3.4218934911242602,36
998,Nongshim,Shin Ramyun Black Spicy Beef,Cup,South Korea,4.5,62,3.7905537459283387,14
918,Nongshim,Tempura Udon Flavor Cup Ramyun,Cup,South Korea,4.5,62,3.7905537459283387,14
913,Nongshim,Spicy Shrimp Cup Ramyun,Cup,South Korea,4.25,62,3.7905537459283387,14
907,Nongshim,Neoguri Spicy Seafood,Cup,South Korea,4,62,3.7905537459283387,14
845,Nongshim,Doong Ji Cold Noodle Chilled Broth,Pack,South Korea,4.25,62,3.7905537459283387,36
841,Nongshim,Chapagetti (South Korean),Pack,South Korea,4,62,3.7905537459283387,36
809,Nongshim,Neoguri Mild (South Korea),Pack,South Korea,4,62,3.7905537459283387,36
755,Nongshim,Udon ,Bowl,South Korea,4.25,62,3.7905537459283387,10
753,Nongshim,Soba,Pack,South Korea,4.25,62,3.7905537459283387,36
751,Nongshim,Shin Ramyun Black Onion,Cup,South Korea,5,62,3.7905537459283387,14
745,Nongshim,Jinjja Jinjja,Pack,South Korea,5,62,3.7905537459283387,36
711,Nongshim,Hearty Rice Noodle Beef,Pack,South Korea,4.25,62,3.7905537459283387,36
683,Nongshim,Udon Garlic Teriyaki,Pack,South Korea,4.75,62,3.7905537459283387,36
681,Nongshim,Hearty Rice Noodle Black Bean Vegetable,Pack,South Korea,3.75,62,3.7905537459283387,36
677,Nongshim,Shin Ramyun Shrimp,Pack,China,4.5,62,3.4218934911242602,36
648,Nongshim,Seafood Ramyun,Pack,South Korea,3.75,62,3.7905537459283387,36
645,Nongshim,Oolongmen Artificial Chicken,Cup,South Korea,3.75,62,3.7905537459283387,14
602,Nongshim,Oolongmen Artificial Seafood,Cup,South Korea,3.5,62,3.7905537459283387,14
593,Nongshim,Chapagetti Chajang,Pack,South Korea,4,62,3.7905537459283387,36
578,Nongshim,Shin Ramyun Black,Pack,South Korea,4.75,62,3.7905537459283387,36
506,Nongshim,Oolongmen Beef,Cup,South Korea,2.5,62,3.7905537459283387,14
501,Nongshim,Neoguri Mild,Pack,South Korea,3.25,62,3.7905537459283387,36
479,Nongshim,Potato Noodle Soup,Pack,South Korea,3.75,62,3.7905537459283387,36
442,Nongshim,Kalguksoo,Pack,South Korea,4.5,62,3.7905537459283387,36
437,Nongshim,Big Bowl Spicy Kimchi,Bowl,South Korea,3.25,62,3.7905537459283387,10
355,Nongshim,Noodle Lite 275 Udon Mushroom,Bowl,South Korea,2.5,62,3.7905537459283387,10
342,Nongshim,Shin Big Bowl,Bowl,South Korea,3.5,62,3.7905537459283387,10
332,Nongshim,Champong Oriental Noodles,Cup,South Korea,3.75,62,3.7905537459283387,14
328,Nongshim,Big Bowl Udon,Bowl,South Korea,4.5,62,3.7905537459283387,10
324,Nongshim,Big Bowl Spicy Shrimp,Bowl,South Korea,3.5,62,3.7905537459283387,10
298,Nongshim,Hearty Rice Noodle Spicy Veggie Consomme,Pack,South Korea,2.75,62,3.7905537459283387,36
291,Nongshim,Shin Bowl,Bowl,South Korea,3,62,3.7905537459283387,10
188,Nongshim,Udon,Pack,South Korea,4,62,3.7905537459283387,36
144,Nongshim,Kimchi Ramyun,Pack,South Korea,3.5,62,3.7905537459283387,36
129,Nongshim,Mupama Tang Myun,Pack,South Korea,3.5,62,3.7905537459283387,36
113,Nongshim,Hooroorook ,Pack,South Korea,4,62,3.7905537459283387,36
22,Nongshim,Ansungtangmyun Noodle Soup,Pack,South Korea,3.75,62,3.7905537459283387,36
21,Nongshim,Champong Oriental Noodles,Pack,South Korea,4,62,3.7905537459283387,36
20,Nongshim,Neoguri (Seafood'n'Spicy),Pack,South Korea,3.5,62,3.7905537459283387,36
19,Nongshim,Shin Ramyun,Pack,South Korea,4,62,3.7905537459283387,36
2418,Myojo,Yomise No Yakisoba Karashi Mentaiko Flavor,Tray,Japan,4.5,57,3.981605113636364,8
2289,Myojo,Shin Toyama Black Ramen,Bowl,Japan,4,57,3.981605113636364,18
2215,Myojo,Mee Goreng Spicy Flavour,Pack,Singapore,5,57,4.126146788990826,31
2190,Myojo,Barikata Noukou Tonkotsu Shoyu,Bowl,Japan,4.75,57,3.981605113636364,18
2131,Myojo,Mee Goreng Thai Tom Yum Flavour,Pack,Singapore,4,57,4.126146788990826,31
2100,Myojo,Mee Goreng Original Flavour,Pack,Singapore,4,57,4.126146788990826,31
2030,Myojo,Charumera Atyificial Tonkotsu Shouyu Flavor,Pack,Japan,3.75,57,3.981605113636364,31
1959,Myojo,Charumera Shoyu Ramen,Pack,Japan,4,57,3.981605113636364,31
1887,Myojo,Mee Poh Dry,Pack,Singapore,4.25,57,4.126146788990826,31
1886,Myojo,Chicken Abalone Flavour,Bowl,Singapore,3.75,57,4.126146788990826,18
1885,Myojo,Ramen Char Mee 100,Pack,Singapore,3,57,4.126146788990826,31
1884,Myojo,La Ramen Spicy Mushroom Flavour Big Bowl,Bowl,Singapore,4.5,57,4.126146788990826,18
1883,Myojo,Mee Goreng,Pack,Singapore,4,57,4.126146788990826,31
1882,Myojo,La Ramen Spicy Lobster Hot Pot Flavour Big Bowl,Bowl,Singapore,4.75,57,4.126146788990826,18
1881,Myojo,Chicken Abalone Flavour,Pack,Singapore,3.5,57,4.126146788990826,31
1880,Myojo,Thai Tom Yam Flavour,Bowl,Singapore,3.75,57,4.126146788990826,18
1879,Myojo,Chicken Tanmen Flavour,Pack,Singapore,3.5,57,4.126146788990826,31
1878,Myojo,Extra Spicy Singapore Curry Big Bowl,Bowl,Singapore,5,57,4.126146788990826,18
1877,Myojo,La Ramen Spicy Mushroom Flavour,Pack,Singapore,4.5,57,4.126146788990826,31
1876,Myojo,Chicken Flavour,Pack,Singapore,3.75,57,4.126146788990826,31
1858,Myojo,Wantan Men,Bowl,Japan,5,57,3.981605113636364,18
1621,Myojo,MenWhite Creamy Tonkotsu,Bowl,Japan,3,57,3.981605113636364,18
1607,Myojo,Nyumen Desse Shoyu,Bowl,Japan,2.75,57,3.981605113636364,18
1551,Myojo,Men Black Seafood Tonkotsu,Bowl,Japan,3.5,57,3.981605113636364,18
1446,Myojo,Ippei-Chan Jumbo Night Market Style Yakisoba,Tray,Japan,4.5,57,3.981605113636364,8
1428,Myojo,Chukazanmai Beijing Style Salt Ramen,Pack,Japan,3,57,3.981605113636364,31
1416,Myojo,Chukazanmai Szechuan Style Miso,Pack,Japan,2,57,3.981605113636364,31
1401,Myojo,Yomise No Yakisoba Shiodare Flavor With Black Pepper Mayonnaise,Tray,Japan,3.75,57,3.981605113636364,8
1293,Myojo,Prawn Noodles,Pack,Singapore,4.25,57,4.126146788990826,31
1179,Myojo,Chukazanmai Guangdong Style Ramen,Pack,Japan,4.25,57,3.981605113636364,31
1103,Myojo,Ippei-chan Yomise No Yakisoba Teriyaki Mayo Flavor,Tray,Japan,5,57,3.981605113636364,8
904,Myojo,Ippei-chan Yomise-No Yakisoba Oriental,Tray,Japan,4.75,57,3.981605113636364,8
560,Myojo,Ippeichan Soy Sauce,Bowl,Japan,4,57,3.981605113636364,18
473,Myojo,Ramen-Desse Miso Soybean Paste,Bowl,Japan,4.5,57,3.981605113636364,18
452,Myojo,Hyoubanya No Chukasoba Soy Sauce,Pack,Japan,4,57,3.981605113636364,31
451,Myojo,Ippeichan Soybean Paste,Bowl,Japan,4,57,3.981605113636364,18
421,Myojo,Kakesoba Desse Soy Sauce,Bowl,Japan,2.75,57,3.981605113636364,18
419,Myojo,Ramen Desse Shio,Bowl,Japan,4.25,57,3.981605113636364,18
401,Myojo,Suudon Desse Soy Sauce,Bowl,Japan,4.25,57,3.981605113636364,18
391,Myojo,Hyoubanya No Chukasoba Oriental,Pack,Japan,4.25,57,3.981605113636364,31
345,Myojo,Charumera Shoyu,Pack,Japan,3.5,57,3.981605113636364,31
286,Myojo,Hyoubanya No Yakisoba Oriental,Tray,Japan,4,57,3.981605113636364,8
247,Myojo,Udon Mushroom,Pack,Japan,3,57,3.981605113636364,31
243,Myojo,Udon Hot & Spicy,Pack,Japan,4.5,57,3.981605113636364,31
234,Myojo,Udon Shrimp,Pack,Japan,3.75,57,3.981605113636364,31
229,Myojo,Udon Chicken,Pack,Japan,3.75,57,3.981605113636364,31
222,Myojo,Udon Crab,Pack,Japan,3,57,3.981605113636364,31
195,Myojo,Chukazanmai Served Cool Sesame Flavored Rice Vinegar Sesame,Pack,Japan,3,57,3.981605113636364,31
184,Myojo,Chukazanmai Soy Sauce,Pack,Japan,3.75,57,3.981605113636364,31
182,Myojo,Chukazanmai Soy Sauce chili Oil,Pack,Japan,3.25,57,3.981605113636364,31
180,Myojo,Hyobanya No Yakisoba Sauce Flavor,Tray,Japan,4.75,57,3.981605113636364,8
170,Myojo,Chukazanmai Soybean Paste,Pack,Japan,3.5,57,3.981605113636364,31
162,Myojo,Chukazanmai Oriental,Pack,Japan,3.75,57,3.981605113636364,31
160,Myojo,Ramen Desse Soy Sauce,Bowl,Japan,1.5,57,3.981605113636364,18
148,Myojo,Okinawa Soba,Pack,Japan,3.75,57,3.981605113636364,31
31,Myojo,Ippeichan Yakisoba,Tray,Japan,4,57,3.981605113636364,8
30,Myojo,Special Duck,Pack,Japan,1,57,3.981605113636364,31
